"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
1.619586658E1,-4.011840820E-1,1.258358288E1,-4.988732910E1,5.145146365E1
1.620591058E1,-5.520629883E-1,1.267913437E1,-4.992524719E1,5.151306173E1
1.621595458E1,-5.354614258E-1,1.269768333E1,-4.995425415E1,5.154556614E1
1.622599758E1,-5.140075684E-1,1.255162334E1,-4.993869019E1,5.149446795E1
1.623604158E1,-5.679016113E-1,1.260507488E1,-4.983671570E1,5.140922735E1
1.624608558E1,-5.556030273E-1,1.254312325E1,-4.989982605E1,5.145513847E1
1.625612958E1,-5.217285156E-1,1.264924622E1,-4.986329651E1,5.144534934E1
1.626617358E1,-4.533691406E-1,1.255529118E1,-4.971044922E1,5.127347893E1
1.627621758E1,-3.208312988E-1,1.251319122E1,-4.973709106E1,5.128802116E1
1.628626158E1,-4.667968750E-1,1.255985069E1,-4.979763794E1,5.135924934E1
1.629630558E1,-3.728942871E-1,1.257309723E1,-4.970381165E1,5.127075888E1
1.630634958E1,-5.006408691E-1,1.257394218E1,-4.985781860E1,5.142136462E1
1.631639358E1,-5.791625977E-1,1.256174946E1,-4.977345276E1,5.133740915E1
1.632643758E1,-4.463195801E-1,1.253430748E1,-4.985668945E1,5.141009189E1
1.633648058E1,-4.961242676E-1,1.257485485E1,-4.999833679E1,5.155780053E1
1.634652458E1,-5.121459961E-1,1.272941685E1,-5.006260681E1,5.165815471E1
1.635656858E1,-5.746154785E-1,1.263095284E1,-4.999417114E1,5.156828774E1
1.636661258E1,-5.244140625E-1,1.266440773E1,-4.994319153E1,5.152654280E1
1.637665658E1,-5.090637207E-1,1.267511940E1,-4.988809204E1,5.147562069E1
1.638670058E1,-4.715270996E-1,1.266514492E1,-4.992916870E1,5.151262099E1
1.639674458E1,-4.270019531E-1,1.263576889E1,-4.998345947E1,5.155764935E1
1.640678858E1,-5.117187500E-1,1.273531342E1,-5.005860901E1,5.165572959E1
1.641683258E1,-4.772338867E-1,1.264367771E1,-4.996267700E1,5.153988195E1
1.642687658E1,-5.619506836E-1,1.270052624E1,-5.011288452E1,5.170029352E1
1.643692058E1,-5.043029785E-1,1.272248077E1,-5.028327942E1,5.187026150E1
1.644696358E1,-5.222167969E-1,1.261177444E1,-5.023674011E1,5.179825887E1
1.645700725E1,-5.011901855E-1,1.262536049E1,-5.012365723E1,5.169170081E1
1.646705125E1,-4.035034180E-1,1.256409168E1,-5.007775879E1,5.163139684E1
1.647709525E1,-4.699096680E-1,1.266639137E1,-5.016545105E1,5.174196328E1
1.648713925E1,-4.911193848E-1,1.254783535E1,-5.009896851E1,5.164877555E1
1.649718325E1,-5.463562012E-1,1.265013981E1,-5.013369751E1,5.170795073E1
1.650722725E1,-5.158996582E-1,1.271776772E1,-5.021591187E1,5.180391465E1
1.651727125E1,-5.253295898E-1,1.274724388E1,-5.019976807E1,5.179560707E1
1.652731525E1,-5.435791016E-1,1.269897842E1,-5.021678162E1,5.180043134E1
1.653735925E1,-5.367736816E-1,1.262744141E1,-5.007653809E1,5.164687860E1
1.654740325E1,-4.994201660E-1,1.272008419E1,-5.015266418E1,5.174301583E1
1.655744625E1,-4.994201660E-1,1.272008419E1,-5.015266418E1,5.174301583E1
1.656749025E1,-5.385437012E-1,1.258826733E1,-5.011375427E1,5.167342519E1
1.657753425E1,-5.995788574E-1,1.262831974E1,-5.011128235E1,5.168147224E1
1.658757825E1,-5.709533691E-1,1.264038563E1,-5.011854553E1,5.169113989E1
1.659762225E1,-5.495910645E-1,1.253346920E1,-5.019844055E1,5.174237465E1
1.660766625E1,-3.283081055E-1,1.248150253E1,-5.018681335E1,5.171665038E1
1.661771025E1,-2.837829590E-1,1.260338116E1,-5.028330994E1,5.183953132E1
1.662775425E1,-3.838500977E-1,1.260486221E1,-5.017297363E1,5.173352081E1
1.663779825E1,-4.618225098E-1,1.246854591E1,-5.015138245E1,5.168016136E1
1.664784225E1,-5.621337891E-1,1.252040768E1,-5.007661438E1,5.162115759E1
1.665788525E1,-4.631347656E-1,1.244709778E1,-5.009761047E1,5.162281775E1
1.666792925E1,-5.790100098E-1,1.254474831E1,-5.006294250E1,5.161399205E1
1.667797325E1,-4.947814941E-1,1.256489944E1,-5.007847595E1,5.163308300E1
1.668801725E1,-4.493713379E-1,1.261286831E1,-5.001396179E1,5.158180644E1
1.669806125E1,-4.573059082E-1,1.260674095E1,-4.999674988E1,5.156368921E1
1.670810525E1,-4.509887695E-1,1.262977600E1,-4.998226929E1,5.155523131E1
1.671814925E1,-4.472656250E-1,1.264668083E1,-4.986170959E1,5.144247920E1
1.672819325E1,-4.666442871E-1,1.248214149E1,-5.019995117E1,5.173061676E1
1.673823725E1,-5.097045898E-1,1.250231457E1,-5.024481201E1,5.177942451E1
1.674828125E1,-4.244384766E-1,1.255331326E1,-5.023332214E1,5.177984623E1
1.675832425E1,-5.699157715E-1,1.257127762E1,-5.038706970E1,5.193475347E1
1.676836825E1,-5.157470703E-1,1.257634640E1,-5.008317566E1,5.164063291E1
1.677841225E1,-5.025939941E-1,1.250731564E1,-5.008438110E1,5.162490461E1
1.678845625E1,-5.248413086E-1,1.255948544E1,-5.018301392E1,5.173346130E1
1.679850025E1,-5.293579102E-1,1.261781120E1,-5.020578003E1,5.176977620E1
1.680854425E1,-3.827209473E-1,1.247281170E1,-5.006381226E1,5.159556962E1
1.681858825E1,-3.699645996E-1,1.245394230E1,-5.021316528E1,5.173586300E1
1.682863225E1,-4.076232910E-1,1.254706764E1,-5.013111877E1,5.167904926E1
1.683867625E1,-5.046997070E-1,1.263199425E1,-5.014164734E1,5.171079963E1
1.684872025E1,-5.550231934E-1,1.267632675E1,-4.997930908E1,5.156480046E1
1.685876325E1,-4.748535156E-1,1.263227940E1,-5.005702209E1,5.162853310E1
1.686880725E1,-4.277038574E-1,1.254926968E1,-5.042481995E1,5.196469539E1
1.687885125E1,-4.432983398E-1,1.262413883E1,-4.987933350E1,5.145399212E1
1.688889525E1,-3.269653320E-1,1.259624958E1,-4.985591125E1,5.142357725E1
1.689893925E1,-2.556457520E-1,1.249015522E1,-4.981105042E1,5.135377372E1
1.690898325E1,-2.929687500E-1,1.255087852E1,-4.990457153E1,5.145946601E1
1.691902725E1,-5.552062988E-1,1.253685379E1,-5.007841492E1,5.162682053E1
1.692907125E1,-4.819335938E-1,1.253029728E1,-5.008256531E1,5.162851884E1
1.693911525E1,-6.420288086E-1,1.252966499E1,-5.009445190E1,5.164163841E1
1.694915925E1,-6.335144043E-1,1.247295094E1,-4.995803833E1,5.149545067E1
1.695920225E1,-6.635437012E-1,1.248838997E1,-5.026539612E1,5.179778201E1
1.696924625E1,-5.375061035E-1,1.251438618E1,-5.010025024E1,5.164236486E1
1.697929025E1,-4.790954590E-1,1.248581696E1,-5.013977051E1,5.167322076E1
1.698933425E1,-4.715270996E-1,1.249502087E1,-5.002523804E1,5.156425433E1
1.699937825E1,-4.638061523E-1,1.238622093E1,-5.018850708E1,5.169641988E1
1.700942225E1,-4.020080566E-1,1.242739868E1,-5.004254150E1,5.156411357E1
1.701946625E1,-4.773864746E-1,1.259333992E1,-5.017468262E1,5.173315072E1
1.702951025E1,-3.966064453E-1,1.248466587E1,-5.023283386E1,5.176255187E1
1.703955425E1,-4.419555664E-1,1.255696869E1,-5.002568054E1,5.157946782E1
1.704959725E1,-4.712219238E-1,1.260811424E1,-5.008265686E1,5.164745021E1
1.705964125E1,-4.138793945E-1,1.257029152E1,-5.015763855E1,5.171046538E1
1.706968525E1,-3.933715820E-1,1.263397408E1,-5.011485291E1,5.168433538E1
1.707972925E1,-3.050231934E-1,1.263735104E1,-5.005635071E1,5.162784061E1
1.708977325E1,-3.998718262E-1,1.254766560E1,-5.016046143E1,5.170759809E1
1.709981725E1,-3.417663574E-1,1.255913448E1,-5.013282776E1,5.168316053E1
1.710986125E1,-2.661743164E-1,1.253777218E1,-5.018884277E1,5.173187140E1
1.711990525E1,-4.093627930E-1,1.257984352E1,-5.006605530E1,5.162392792E1
1.712994925E1,-4.133605957E-1,1.261810303E1,-5.014163208E1,5.170658235E1
1.713999325E1,-3.068542480E-1,1.259359074E1,-5.033253479E1,5.188503393E1
1.715003625E1,-4.085388184E-1,1.254218674E1,-5.025462341E1,5.179768843E1
1.716008025E1,-2.620544434E-1,1.261517906E1,-5.023211670E1,5.179263426E1
1.717012425E1,-3.576354980E-1,1.272843361E1,-5.029029846E1,5.187730761E1
1.718016825E1,-3.728637695E-1,1.261191463E1,-5.027452087E1,5.183364609E1
1.719021225E1,-3.497314453E-1,1.263533020E1,-5.015609741E1,5.172434619E1
1.720025625E1,-4.749145508E-1,1.269007969E1,-5.017527771E1,5.175733919E1
1.721030025E1,-4.648132324E-1,1.254256535E1,-5.023120117E1,5.177553059E1
1.722034425E1,-4.360046387E-1,1.260218811E1,-5.028572083E1,5.184263655E1
1.723038825E1,-4.964294434E-1,1.262986565E1,-5.023963928E1,5.180522468E1
1.724043125E1,-3.825378418E-1,1.269343662E1,-5.026094055E1,5.184044573E1
1.725047525E1,-3.757324219E-1,1.257841969E1,-5.041786194E1,5.196459005E1
1.726051925E1,-4.638061523E-1,1.273819923E1,-5.028657532E1,5.187693604E1
1.727056325E1,-6.715087891E-1,1.268856239E1,-5.039674377E1,5.197386192E1
1.728060725E1,-6.070251465E-1,1.270547009E1,-5.042076111E1,5.200048654E1
1.729065125E1,-6.433105469E-1,1.263202477E1,-5.017941284E1,5.174896493E1
1.730069525E1,-5.835571289E-1,1.253648949E1,-5.029586792E1,5.183800187E1
1.731073925E1,-6.319885254E-1,1.269355011E1,-5.038264465E1,5.196091325E1
1.732078325E1,-5.899963379E-1,1.264199352E1,-5.020626831E1,5.177680440E1
1.733082625E1,-5.332031250E-1,1.257745647E1,-5.011170959E1,5.166875415E1
1.734087025E1,-5.057067871E-1,1.260481548E1,-5.009754944E1,5.166141280E1
1.735091425E1,-6.349182129E-1,1.256469154E1,-5.000141907E1,5.155983421E1
1.736095825E1,-5.666809082E-1,1.250431347E1,-5.027745056E1,5.181217055E1
1.737100225E1,-5.828857422E-1,1.255547428E1,-5.049325562E1,5.203410951E1
1.738104625E1,-5.450439453E-1,1.251045609E1,-5.027197266E1,5.180810573E1
1.739109025E1,-5.262451172E-1,1.254150391E1,-5.012002563E1,5.166800968E1
1.740113425E1,-5.788574219E-1,1.246950722E1,-5.011058044E1,5.164197865E1
1.741117825E1,-6.581420898E-1,1.240004730E1,-5.039837646E1,5.190559386E1
1.742122125E1,-6.581420898E-1,1.240004730E1,-5.039837646E1,5.190559386E1
1.743126525E1,-6.100769043E-1,1.245574093E1,-5.025392151E1,5.177812572E1
1.744130925E1,-5.599365234E-1,1.242870235E1,-5.033232117E1,5.184716699E1
1.745135363E1,-5.199279785E-1,1.250656414E1,-5.036958313E1,5.190163173E1
1.746139763E1,-4.804992676E-1,1.245294094E1,-5.017695618E1,5.170138827E1
1.747144163E1,-5.223388672E-1,1.244266796E1,-5.046653748E1,5.198042159E1
1.748148563E1,-4.540405273E-1,1.244812775E1,-5.024632263E1,5.176731570E1
1.749152963E1,-5.204772949E-1,1.250977421E1,-5.020066833E1,5.173850064E1
1.750157263E1,-4.396972656E-1,1.255124760E1,-5.023136902E1,5.177757800E1
1.751161663E1,-4.981994629E-1,1.259755707E1,-5.047843933E1,5.202902540E1
1.752166063E1,-5.409851074E-1,1.248446083E1,-5.058013916E1,5.210091078E1
1.753170462E1,-4.097290039E-1,1.253356361E1,-5.036741638E1,5.190505493E1
1.754174862E1,-5.379943848E-1,1.257268906E1,-5.048411560E1,5.202891385E1
1.755179262E1,-5.466613770E-1,1.260290623E1,-5.037823486E1,5.193359830E1
1.756183663E1,-4.816589355E-1,1.259128952E1,-5.022454834E1,5.178105660E1
1.757188063E1,-4.046325684E-1,1.255455875E1,-5.003732300E1,5.158986689E1
1.758192463E1,-4.826660156E-1,1.253981495E1,-5.013902283E1,5.168560279E1
1.759196763E1,-4.809875488E-1,1.267670727E1,-5.041476440E1,5.198633211E1
1.760201163E1,-6.142578125E-1,1.262614632E1,-5.027876282E1,5.184352297E1
1.761205563E1,-6.519470215E-1,1.261410332E1,-5.044808960E1,5.200529186E1
1.762209963E1,-6.603698730E-1,1.260258675E1,-5.014447021E1,5.170811517E1
1.763214363E1,-5.580749512E-1,1.268167019E1,-5.035746765E1,5.193275223E1
1.764218763E1,-5.486450195E-1,1.253411770E1,-5.036227417E1,5.190148146E1
1.765223163E1,-5.861816406E-1,1.264834213E1,-5.061054993E1,5.217041241E1
1.766227563E1,-4.405822754E-1,1.268500996E1,-5.054931641E1,5.211848980E1
1.767231863E1,-4.782104492E-1,1.271366501E1,-5.030058289E1,5.188462780E1
1.768236263E1,-4.309997559E-1,1.264173031E1,-5.027526855E1,5.184208459E1
1.769240663E1,-4.927368164E-1,1.251226044E1,-5.058540344E1,5.211221059E1
1.770245063E1,-4.779663086E-1,1.246498775E1,-5.065528870E1,5.216859826E1
1.771249463E1,-3.521118164E-1,1.261493492E1,-5.040782166E1,5.196353577E1
1.772253863E1,-3.664550781E-1,1.259333801E1,-5.025534058E1,5.181047875E1
1.773258263E1,-4.718322754E-1,1.267128754E1,-5.026809692E1,5.184270172E1
1.774262662E1,-3.923339844E-1,1.269089699E1,-5.027555847E1,5.185406997E1
1.775266963E1,-5.322570801E-1,1.270915127E1,-5.041638184E1,5.199632084E1
1.776271363E1,-4.416503906E-1,1.257260227E1,-5.027732849E1,5.182735902E1
1.777275763E1,-4.903564453E-1,1.252608681E1,-5.051770020E1,5.204979667E1
1.778280163E1,-6.083984375E-1,1.249041653E1,-5.057621765E1,5.209927490E1
1.779284563E1,-6.544799805E-1,1.258528709E1,-5.051245117E1,5.206078677E1
1.780288963E1,-7.084045410E-1,1.268562126E1,-5.047241211E1,5.204700960E1
1.781293363E1,-5.730590820E-1,1.246543503E1,-5.031770325E1,5.184193985E1
1.782297763E1,-6.013183594E-1,1.246969318E1,-5.028752136E1,5.181399074E1
1.783302163E1,-6.199645996E-1,1.262422085E1,-5.035908508E1,5.192102424E1
